Reference,Invoice,External Reference,Create Date,Validated Date,Amount Usd,Fee amount USD,Local Amount,Local Fee Amount,Local VAT,Local Original Amount,Local Currency,Exchange Rate,Country,User account,EXTRAE,Payment Method,Payment Method Name,Payment Method Type,Status,FechaMin,DiasDesdeFechaMin,CohortGroup,CohortPeriod,Pais,Plan,Duracion,ID
T-57873-48ce9eda-4c64-4489-bc51-4b486a344b0d,CO-P2-1-602332,211011,2022-11-15 17:34:01,2022-11-15 17:34:01,27.56,1.6,141429.0,8202.882,0.0,0.0,COP,5131.4706,CO,3c09ef83-3cef-4d72-883d-1ef4429bcdef,2-1-,MD,MasterCard Debit,DEBIT_CARD,PAID,2022-11-15 17:34:01,0,0,0,CO,P2,1.0,602332
T-57873-33719c76-648f-4fa0-95ac-7ee9a7b5e972,CO-P2-1-182866,211579449,2022-11-27 21:36:21,2022-11-27 21:36:21,27.39,1.59,141429.0,8202.882,0.0,0.0,COP,5164.0338,CO,7c31aa20-77f6-11ec-ba48-ef8c00ed7ff7,2-1-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-27 21:36:21,0,0,0,CO,P2,1.0,182866
T-57873-baf07ce8-7c27-4c03-b4c0-714faec096cb,CO-P2-1-784334,211685049,2022-11-28 13:56:50,2022-11-28 13:56:50,27.46,1.59,141429.0,8202.882,0.0,0.0,COP,5150.4446,CO,f529e530-2861-11ec-87be-152b58b92f30,2-1-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-28 13:56:50,0,0,0,CO,P2,1.0,784334
T-57873-189dbac0-2495-481b-af5d-7e9f09ce0630,CO-P2-1-817343,211889382,2022-11-29 20:01:24,2022-11-29 20:01:24,27.71,1.61,141429.0,8202.882,0.0,0.0,COP,5103.7622,CO,e2343345-2e20-4199-8515-2c2c8a992a82,2-1-,VD,Visa Debit,DEBIT_CARD,PAID,2022-11-29 20:01:24,0,0,0,CO,P2,1.0,817343
T-57873-54918e73-9c54-4765-8c4c-5920d0c93807,CO-P2-1-966750,215197218,2022-12-28 06:30:44,2022-12-28 06:30:44,27.98,1.62,141429.0,8202.882,0.0,0.0,COP,5054.7584,CO,7c31aa20-77f6-11ec-ba48-ef8c00ed7ff7,2-1-,no,VD,Visa Debit,DEBIT_CARD,2022-12-28 06:30:44,0,0,0,CO,P2,1.0,966750
T-57873-d0cebeee-4c4f-4010-a490-878cb24719e2,CO-P2-1-522310,320501307,2022-12-29 06:30:45,0,27.91,1.62,141429.0,8202.882,0.0,0.0,COP,5066.5456,CO,f529e530-2861-11ec-87be-152b58b92f30,2-1-,no,VD,Visa Debit,DEBIT_CARD,2022-12-29 06:30:45,0,0,0,CO,P2,1.0,522310
T-57873-ca2e9060-f1c6-42de-b471-ed3cc91fdf89,CO-P2-1-673159,215472649,2022-12-30 06:30:43,0,27.48,1.59,141429.0,8202.882,0.0,0.0,COP,5147.1056,CO,e2343345-2e20-4199-8515-2c2c8a992a82,2-1-,no,VD,Visa Debit,DEBIT_CARD,2022-12-30 06:30:43,0,0,0,CO,P2,1.0,673159
T-57873-7cda5ce6-7506-46cd-a859-791ff52a4eba,CO-P2-1-783850,215607463,2022-12-31 06:30:44,0,27.48,1.59,141429.0,8202.882,0.0,0.0,COP,5147.1056,CO,f529e530-2861-11ec-87be-152b58b92f30,2-1-,no,VD,Visa Debit,DEBIT_CARD,2022-12-31 06:30:44,0,0,0,CO,P2,1.0,783850
T-57873-60694fd7-ac9c-4c05-b224-6e9d07c3a81c,CO-P2-1-527688,953765,2023-01-01 21:40:11,2023-01-01 21:40:10,27.48,1.59,141429.0,8202.882,0.0,0.0,COP,5147.0844,CO,a17fd8ff-b434-4d05-b781-4daf56411107,2-1-,NO ESTABA,NO ESTABA,MD,MasterCard Debit,2023-01-01 21:40:11,0,0,0,CO,P2,1.0,527688
T-57873-4c6173d4-ce65-40d5-9ced-92c326aa3dba,CO-P2-1-562238,228595,2023-01-02 06:30:42,2023-01-02 06:30:42,27.48,1.59,141429.0,8202.882,0.0,0.0,COP,5147.0844,CO,0d20a344-be25-4b6c-963d-ed8e33a00e5f,2-1-,SI ESTABA,NO ESTABA,MC,Mastercard,2023-01-02 06:30:42,0,0,0,CO,P2,1.0,562238
T-57873-69c581f0-4938-4daa-88d7-34bc8d77357c,CO-P2-1-364583,215800595,2023-01-02 06:30:43,2023-01-02 06:30:43,27.48,1.59,141429.0,8202.882,0.0,0.0,COP,5147.0844,CO,3c9a1b10-2ed7-11eb-9455-4be140c62f9f,2-1-,SI ESTABA,NO ESTABA,VD,Visa Debit,2023-01-02 06:30:43,0,0,0,CO,P2,1.0,364583
T-57873-aa6c5a75-86ea-4ece-ba98-ae8bcd9a9010,CO-P2-1-389995,215953087,2023-01-03 14:42:54,2023-01-03 14:42:53,27.63,1.6,141429.0,8202.882,0.0,0.0,COP,5118.316,CO,f529e530-2861-11ec-87be-152b58b92f30,2-1-,NO ESTABA,SI ESTABA,VD,Visa Debit,2023-01-03 14:42:54,0,0,0,CO,P2,1.0,389995
T-57873-5415de92-b17c-457a-85bc-0ebd72848d74,CO-P2-1-892608,321944958,2023-01-09 20:02:41,2023-01-09 20:02:40,27.46,1.59,141429.0,8202.882,0.0,0.0,COP,5150.9004,CO,5c7032b0-2334-11ec-8dfd-41ecf9459b85,2-1-,NO ESTABA,NO ESTABA,VI,Visa,2023-01-09 20:02:41,0,0,0,CO,P2,1.0,892608
T-57873-28021585-999a-4230-bb1e-93971b3e5b1c,CO-P2-1-209747,217546984,2023-01-15 06:30:45,2023-01-15 06:30:45,28.43,1.65,141429.0,8202.882,0.0,0.0,COP,4975.3856,CO,6281bf58-3967-4f44-a3ce-7b2e0443d1e7,2-1-,SI ESTABA,NO ESTABA,VI,Visa,2023-01-15 06:30:45,0,0,0,CO,P2,1.0,209747
T-57873-fb0585fd-d465-4743-adc1-c2aa03c1d26b,CO-P2-1-646099,194246,2023-01-16 06:30:46,2023-01-16 06:30:45,28.43,1.65,141429.0,8202.882,0.0,0.0,COP,4975.3856,CO,3c09ef83-3cef-4d72-883d-1ef4429bcdef,2-1-,NO ESTABA,SI ESTABA,MD,MasterCard Debit,2023-01-16 06:30:46,0,0,0,CO,P2,1.0,646099
